Date,IBKR - GS Accumulated Oriented Area
2023-04-01,0.0006090702127013441
2023-04-02,0.000609157188929974
2023-04-03,0.0006092526758299987
2023-04-04,0.0006005932271116465
2023-04-05,0.000590766538429846
2023-04-06,0.0005762431203938877
2023-04-07,0.0005765130183948341
2023-04-08,0.0005767829163957805
2023-04-09,0.0005770528143967243
2023-04-10,0.0005763307509523694
2023-04-11,0.0005695251183428364
2023-04-12,0.0005733712103219381
2023-04-13,0.0005749131587994489
2023-04-14,0.0005728447127738485
2023-04-15,0.0005730151895427182
2023-04-16,0.0005731856663115881
2023-04-17,0.0005713838200585388
2023-04-18,0.0005932185632393735
2023-04-19,0.0005803336155578555
2023-04-20,0.0005547997154886971
2023-04-21,0.0005384718125459953
2023-04-22,0.0005388650614463026
2023-04-23,0.0005392583103466114
2023-04-24,0.0005294396647902622
2023-04-25,0.0005339154438240069
2023-04-26,0.0005302006745908157
2023-04-27,0.0005113219309610673
2023-04-28,0.0005013169916476632
2023-04-29,0.0005019957899441688
2023-04-30,0.000502674588240676
2023-05-01,0.0005139449931299035
2023-05-02,0.000528286117609662
2023-05-03,0.0005436292031031455
2023-05-04,0.0005902223704174685
2023-05-05,0.000643504077708278
2023-05-06,0.0006440700875655159
2023-05-07,0.0006446360974227538
2023-05-08,0.0006751299235413044
2023-05-09,0.0006835116349003189
2023-05-10,0.0006737633872997445
2023-05-11,0.0006689733253790386
2023-05-12,0.0006763179494205639
2023-05-13,0.0006768446672785256
2023-05-14,0.0006773713851364873
2023-05-15,0.0006778510757432799
2023-05-16,0.0006506355544118139
2023-05-17,0.0005719299336758069
2023-05-18,0.0005974917376303842
2023-05-19,0.0006174103376390956
2023-05-20,0.0006180588959170074
2023-05-21,0.0006187074541949172
2023-05-22,0.0006338146062881622
2023-05-23,0.0006253193885113245
2023-05-24,0.0006775209135538097
2023-05-25,0.0006801296260450598
2023-05-26,0.0006510168244738322
2023-05-27,0.0006515039005807761
2023-05-28,0.0006519909766877186
2023-05-29,0.0006524780527946625
2023-05-30,0.0006693755690508317
2023-05-31,0.0006799363925631256
2023-06-01,0.0007558693218655006
2023-06-02,0.0007616079955973204
2023-06-03,0.0007618086160246734
2023-06-04,0.000762009236452025
2023-06-05,0.0007702382088995543
2023-06-06,0.0007615650473784515
2023-06-07,0.000711103464251233
2023-06-08,0.0006960370782562817
2023-06-09,0.000698716766199511
2023-06-10,0.0006991403693139462
2023-06-11,0.0006995639724283833
2023-06-12,0.0006402393628812629
2023-06-13,0.0006450586671773013
2023-06-14,0.0006802802787935797
2023-06-15,0.0006896688733831497
2023-06-16,0.0006880788430076263
2023-06-17,0.0006884948108595512
2023-06-18,0.0006889107787114775
2023-06-19,0.0006893267465634025
2023-06-20,0.0007284989991513536
2023-06-21,0.000749982091143033
2023-06-22,0.0007738183133053896
2023-06-23,0.0008129254963796387
2023-06-24,0.0008130384548750891
2023-06-25,0.0008131514133705429
2023-06-26,0.0008118968116582019
2023-06-27,0.0008455887793607638
2023-06-28,0.0008244027266814345
2023-06-29,0.0008447557315580786
2023-06-30,0.000852704451842488
2023-07-01,0.0008526891754830274
2023-07-02,0.0008526738991235685
2023-07-03,0.0008504312626754821
2023-07-04,0.0008504249935895876
2023-07-05,0.0008867103550893336
2023-07-06,0.0009175679144750668
2023-07-07,0.0009514610267815872
2023-07-08,0.0009511136602022765
2023-07-09,0.000950766293622968
2023-07-10,0.0009504189270436595
