Date,UBS - IBKR Accumulated Oriented Area
2023-03-23,0.0005445667155658937
2023-03-24,0.0006453676678492368
2023-03-25,0.0006455639636548404
2023-03-26,0.000645760259460444
2023-03-27,0.0005781316455741974
2023-03-28,0.0005456472763989907
2023-03-29,0.0005788152003640902
2023-03-30,0.000613111100671233
2023-03-31,0.0006383742935022569
2023-04-01,0.0006383629453523055
2023-04-02,0.000638351597202355
2023-04-03,0.0005995782226787885
2023-04-04,0.0006597571383981822
2023-04-05,0.0006633359766990759
2023-04-06,0.0006777159312583016
2023-04-07,0.0006775815367346017
2023-04-08,0.0006774471422109013
2023-04-09,0.0006773127476872032
2023-04-10,0.0006528864126232976
2023-04-11,0.0007225349068506895
2023-04-12,0.0006803781847574968
2023-04-13,0.0006949224527105884
2023-04-14,0.000694765055937721
2023-04-15,0.0006946452344091902
2023-04-16,0.0006945254128806599
2023-04-17,0.000635955367224651
2023-04-18,0.000610311093873701
2023-04-19,0.0006172399391153414
2023-04-20,0.0006519822758798135
2023-04-21,0.0006705675734198298
2023-04-22,0.0006707432910208009
2023-04-23,0.000670919008621772
2023-04-24,0.0007019814095705649
2023-04-25,0.0006729985880911259
2023-04-26,0.0008033083699184084
2023-04-27,0.0008152477846219684
2023-04-28,0.000810146422491941
2023-04-29,0.0008100194560743397
2023-04-30,0.0008098924896567383
2023-05-01,0.0008063420533083146
2023-05-02,0.0009099497398883708
2023-05-03,0.0008742484570363612
2023-05-04,0.0008503834637012802
2023-05-05,0.0007347624010205184
2023-05-06,0.0007346752917735053
2023-05-07,0.0007345881825264917
2023-05-08,0.0006568841701760776
2023-05-09,0.0006541673520201051
2023-05-10,0.0006826326158150342
2023-05-11,0.0006940592959189425
2023-05-12,0.0006936923848826306
2023-05-13,0.0006937100580573655
2023-05-14,0.0006937277312321034
2023-05-15,0.0006871172689064441
2023-05-16,0.0007293792126300321
2023-05-17,0.0008286911200220616
2023-05-18,0.0007956497013634719
2023-05-19,0.0008782828681744271
2023-05-20,0.0008779640767225269
2023-05-21,0.0008776452852706281
2023-05-22,0.0008826610064836312
2023-05-23,0.0008673146802876987
2023-05-24,0.0007836505393778287
2023-05-25,0.0007058601153742028
2023-05-26,0.0006907927426628266
2023-05-27,0.0006908404422890616
2023-05-28,0.000690888141915297
2023-05-29,0.0006909358415415319
2023-05-30,0.0006120173067080958
2023-05-31,0.0006200988742755733
2023-06-01,0.0006464268146057872
2023-06-02,0.0006125727057831282
2023-06-03,0.0006127889191073631
2023-06-04,0.000613005132431598
2023-06-05,0.0006186807038519532
2023-06-06,0.0006220408067208636
2023-06-07,0.0006396304017087292
2023-06-08,0.0006836415714628597
2023-06-09,0.0006624668740325048
2023-06-10,0.0006625477247348649
2023-06-11,0.0006626285754372237
2023-06-12,0.0007895845422068648
2023-06-13,0.0007162624054804401
2023-06-14,0.0007047441632654482
2023-06-15,0.000653820808135626
2023-06-16,0.000677519158204454
2023-06-17,0.0006775769679434121
2023-06-18,0.000677634777682368
2023-06-19,0.0006776925874213287
2023-06-20,0.0006388054976630498
2023-06-21,0.000652688326283072
2023-06-22,0.000647283941763712
2023-06-23,0.0006090776438698272
2023-06-24,0.0006093153276415732
2023-06-25,0.0006095530114133166
2023-06-26,0.0006096198487575031
2023-06-27,0.0005830297104619515
2023-06-28,0.0006103621907685187
2023-06-29,0.0005133592410562606
2023-06-30,0.0005267357311893694
2023-07-01,0.0005270982114801465
2023-07-02,0.0005274606917709201
2023-07-03,0.0005212164283427759
2023-07-04,0.0005215733325158812
2023-07-05,0.00045131926953409117
2023-07-06,0.00040021998876177325
2023-07-07,0.00036073186341120927
2023-07-08,0.0003615018876786027
2023-07-09,0.0003622719119459926
2023-07-10,0.000363041936213383
