Date,IBKR - HDB Accumulated Oriented Area
2023-04-25,4.445593451686742e-05
2023-04-26,6.166120664090552e-05
2023-04-27,5.4788637703329004e-05
2023-04-28,5.0352978964410874e-05
2023-04-29,5.0925271546547026e-05
2023-04-30,5.149756412868296e-05
2023-05-01,5.562334567045719e-05
2023-05-02,9.980034915471462e-05
2023-05-03,0.00011807012008496721
2023-05-04,0.00017394959057992075
2023-05-05,0.00021356603187871006
2023-05-06,0.00021397972733349616
2023-05-07,0.0002143934227882842
2023-05-08,0.00020798538140141712
2023-05-09,0.00024304836835491866
2023-05-10,0.00017070505793699044
2023-05-11,0.00021701458155851442
2023-05-12,0.0001876632661354583
2023-05-13,0.0001881671477684502
2023-05-14,0.00018867102940143968
2023-05-15,0.00017975065528094691
2023-05-16,0.000227272261775906
2023-05-17,0.00023241708572865048
2023-05-18,0.00024050861174467614
2023-05-19,0.0002480282945024985
2023-05-20,0.0002484374445598104
2023-05-21,0.0002488465946171238
2023-05-22,0.0002464479717128594
2023-05-23,0.00029453272298549517
2023-05-24,0.00031346155129347627
2023-05-25,0.00034341366472429914
2023-05-26,0.00033522415349609763
2023-05-27,0.000335422534913465
2023-05-28,0.0003356209163308311
2023-05-29,0.0003358192977481987
2023-05-30,0.0003392229836034369
2023-05-31,0.0003432668616148973
2023-06-01,0.0003382032445249277
2023-06-02,0.00032552518380361936
2023-06-03,0.00032571162772240705
2023-06-04,0.00032589807164119496
2023-06-05,0.0003335449338276867
2023-06-06,0.00035813931423354884
2023-06-07,0.00034188372522818465
2023-06-08,0.000342340108149003
2023-06-09,0.00031572553949986513
2023-06-10,0.0003159442041606069
2023-06-11,0.0003161628688213506
2023-06-12,0.0003580698491590811
2023-06-13,0.00033597637526969074
2023-06-14,0.00035873639059030567
2023-06-15,0.0003592782218113564
2023-06-16,0.0003079922683844969
2023-06-17,0.0003082559634031254
2023-06-18,0.00030851965842175217
2023-06-19,0.00030878335344038045
2023-06-20,0.0003159497927873948
2023-06-21,0.0002711709481724811
2023-06-22,0.0002570528133619969
2023-06-23,0.0002465318511566581
2023-06-24,0.0002469639628624072
2023-06-25,0.0002473960745681557
2023-06-26,0.00026596805974082264
2023-06-27,0.00024028962888706187
2023-06-28,0.00024247641777242596
2023-06-29,0.00021387039045316753
2023-06-30,0.00020739739673335342
2023-07-01,0.00020781460485441196
2023-07-02,0.00020823181297547093
2023-07-03,0.00018257098026733167
2023-07-04,0.0001830464433761024
2023-07-05,0.0002468672278544482
2023-07-06,0.0002582772302714997
2023-07-07,0.0002621256335362018
2023-07-08,0.00026221982051800766
2023-07-09,0.0002623140074998131
2023-07-10,0.0002624081944816192
